id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
352,TCK-AX40DTI,High,Open,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-11-18,,fatima,2024-11-18 02:35:51
353,TCK-RC9ZD76,Low,Open,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-05-07,,irene,2024-05-07 13:06:56
354,TCK-SZN9DDE,Medium,In Progress,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-18,,george,2024-01-18 01:23:37
355,TCK-3CUP8IJ,High,Closed,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-10-07,2024-10-13,alice,2024-10-07 19:52:48
356,TCK-L2Z0LJC,Medium,Open,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-10,,henry,2024-08-10 07:17:34
357,TCK-H2VFFQO,High,Open,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-02-23,,charlie,2024-02-23 12:09:06
358,TCK-T8HLJEF,Critical,Open,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-02-27,,bob,2024-02-27 07:09:34
359,TCK-Y3ZB4LD,Low,Open,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-11-18,,charlie,2024-11-18 11:59:14
360,TCK-IMSYJ9B,Medium,Open,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-25,,fatima,2024-12-25 09:06:11
361,TCK-OQ0IQ2F,Medium,In Progress,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-06-22,,charlie,2024-06-22 11:01:17
362,TCK-A39E3NW,High,Resolved,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-10-06,2024-10-08,edward,2024-10-06 09:59:34
363,TCK-XUJ3AC6,Low,In Progress,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-04-23,,fatima,2024-04-23 06:56:27
364,TCK-PE63LBQ,High,In Progress,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-10-14,,henry,2024-10-14 21:59:31
365,TCK-GU3OBYG,Medium,Open,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-12-07,,george,2024-12-07 05:01:10
366,TCK-HGK5BWI,Low,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-05-30,,henry,2024-05-30 19:46:28
367,TCK-KOTCKEH,Low,Resolved,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-06,2024-05-11,charlie,2024-05-06 09:30:27
368,TCK-5SW2292,Medium,Resolved,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-06-03,2024-06-10,diana,2024-06-03 00:18:38
369,TCK-MTR6SNG,High,Open,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-29,,fatima,2024-09-29 10:54:12
370,TCK-LH62C9T,Low,In Progress,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-04-13,,george,2024-04-13 10:15:42
371,TCK-199DXJ3,Medium,In Progress,Hardware,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-10-25,,irene,2024-10-25 12:37:13
372,TCK-7C9H42M,Low,Closed,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-09-02,2024-09-05,alice,2024-09-02 14:42:08
373,TCK-44GV3Z6,Low,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-06-24,2024-07-02,henry,2024-06-24 14:46:23
374,TCK-BZ8UUG9,Critical,Resolved,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-02-08,2024-02-09,henry,2024-02-08 21:06:55
375,TCK-5RLRDIH,High,In Progress,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-06-18,,fatima,2024-06-18 23:51:32
376,TCK-SA7HEZ7,Medium,Closed,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-03,2024-09-15,diana,2024-09-03 00:25:58
377,TCK-4LAV714,High,Open,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-01-26,,charlie,2024-01-26 17:11:06
378,TCK-48N7ODK,High,Open,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-12-20,,charlie,2024-12-20 23:48:53
379,TCK-EF828XG,Low,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-11-01,,fatima,2024-11-01 18:39:53
380,TCK-8Y72IVG,Medium,Open,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-01-13,,henry,2024-01-13 05:26:06
381,TCK-LYE088O,Low,Closed,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-11,2024-11-23,george,2024-11-11 14:28:21
382,TCK-98BV78H,Medium,Resolved,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-11-08,2024-11-13,alice,2024-11-08 08:17:09
383,TCK-U7F0I9G,Medium,In Progress,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-02-05,,fatima,2024-02-05 08:15:43
384,TCK-5DZX5QJ,Critical,Resolved,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-06-21,2024-06-30,george,2024-06-21 07:38:28
385,TCK-ICJDAN0,High,Closed,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-20,2024-02-02,george,2024-01-20 17:16:25
386,TCK-85RNTDR,High,Closed,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-11-16,2024-11-19,irene,2024-11-16 08:30:34
387,TCK-5XYFC4K,Medium,Resolved,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-20,2024-09-29,edward,2024-09-20 18:46:50
388,TCK-L8CGN0T,Low,Closed,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-05-21,2024-05-23,alice,2024-05-21 21:22:19
389,TCK-6DVWRB7,Medium,Closed,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-05-22,2024-06-05,bob,2024-05-22 20:07:12
390,TCK-F6FDHGZ,Medium,Resolved,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-04-01,2024-04-12,diana,2024-04-01 17:03:58
391,TCK-Z0JKIBU,Medium,Open,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-12-19,,edward,2024-12-19 16:47:56
392,TCK-4FMPKXV,Critical,In Progress,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-17,,irene,2024-11-17 12:24:10
393,TCK-HAGKC4L,Medium,Resolved,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-10-14,2024-10-19,alice,2024-10-14 03:07:35
394,TCK-ORXDTG5,High,Open,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-02,,charlie,2024-08-02 11:23:55
395,TCK-NQJQIJC,High,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-12-07,2024-12-21,edward,2024-12-07 06:50:21
396,TCK-1YDMT8V,Critical,Open,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-02-20,,charlie,2024-02-20 15:36:42
397,TCK-T43PT5R,Medium,Open,Access,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-06-01,,diana,2024-06-01 15:12:27
398,TCK-5RC6ZS6,Low,In Progress,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-07-04,,charlie,2024-07-04 07:37:50
399,TCK-2YWE1G9,High,Open,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-03,,diana,2024-03-03 15:58:18
400,TCK-83EP9P9,High,Closed,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-07-08,2024-07-19,alice,2024-07-08 16:22:58
401,TCK-W4J66CN,Medium,Resolved,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-05-04,2024-05-13,henry,2024-05-04 20:19:56
402,TCK-OLJQ52W,High,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-05-29,2024-06-08,diana,2024-05-29 01:05:45
403,TCK-SPOFV17,Low,Resolved,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-09,2024-11-13,george,2024-11-09 13:38:32
404,TCK-7UDKTMO,Medium,Open,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-02-27,,bob,2024-02-27 05:03:32
405,TCK-NRVBJFV,Medium,Resolved,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-12-07,2024-12-10,bob,2024-12-07 21:01:35
406,TCK-YB6LI07,Medium,Resolved,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-31,2024-11-06,fatima,2024-10-31 04:40:22
407,TCK-6A3KKRZ,High,Resolved,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-06-28,2024-07-11,bob,2024-06-28 11:07:31
408,TCK-D5E9P3J,Medium,In Progress,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-18,,fatima,2024-06-18 00:21:08
409,TCK-PXGH301,Medium,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-21,2024-11-24,bob,2024-11-21 18:11:49
410,TCK-53SFLSE,Low,In Progress,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-09-27,,diana,2024-09-27 23:59:16
411,TCK-45BG34I,High,Closed,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-23,2024-03-03,george,2024-02-23 12:54:46
412,TCK-Q7ZJ3SW,Medium,Closed,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-10,2024-04-23,henry,2024-04-10 12:22:21
413,TCK-EBNVG5V,Medium,In Progress,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-09-20,,charlie,2024-09-20 08:12:35
414,TCK-MF60YKN,Critical,Resolved,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-02-22,2024-03-02,irene,2024-02-22 15:15:38
415,TCK-FU84XYJ,Medium,Resolved,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-02-29,2024-03-01,bob,2024-02-29 15:29:59
416,TCK-OA21A6X,Medium,Open,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-04-17,,henry,2024-04-17 14:41:10
417,TCK-VAJ2K8X,Low,Closed,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-01-05,2024-01-15,henry,2024-01-05 19:34:24
418,TCK-PNMJQY3,High,Closed,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-04-12,2024-04-18,diana,2024-04-12 10:54:34
419,TCK-ODSX4NX,Low,In Progress,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-07-14,,alice,2024-07-14 11:52:19
420,TCK-VKDC9X5,Low,In Progress,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-18,,alice,2024-09-18 21:22:13
421,TCK-JZ6KF16,Low,In Progress,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-12-30,,bob,2024-12-30 00:50:46
422,TCK-22VXYZX,High,In Progress,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-15,,irene,2024-12-15 20:39:53
423,TCK-9JPNBZU,Medium,Open,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-02-16,,bob,2024-02-16 01:10:21
424,TCK-G0IT26Y,High,Closed,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-20,2024-12-28,bob,2024-12-20 05:03:56
425,TCK-S445GDE,Low,Open,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-11-06,,fatima,2024-11-06 05:35:44
426,TCK-J31GYMD,Medium,In Progress,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-03,,george,2024-11-03 12:01:26
427,TCK-M0L2LJK,High,Closed,Access,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-05-23,2024-05-24,george,2024-05-23 20:41:13
428,TCK-4Q5V7C6,Medium,Resolved,Security,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-25,2024-09-27,irene,2024-09-25 22:55:54
429,TCK-S5NKB4E,High,In Progress,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-05-03,,fatima,2024-05-03 21:57:16
430,TCK-HOU6QLZ,Low,In Progress,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-15,,henry,2024-04-15 22:07:50
431,TCK-2RWGWAJ,Low,Open,Hardware,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-06-06,,fatima,2024-06-06 20:53:39
432,TCK-1G1R1DW,Medium,Resolved,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-05-26,2024-06-01,bob,2024-05-26 14:13:54
433,TCK-WO8NBHN,High,Open,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-05-24,,alice,2024-05-24 13:53:00
434,TCK-AL3GYWI,Medium,Resolved,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-04-29,2024-05-13,edward,2024-04-29 07:26:05
435,TCK-YMENVG3,Critical,Closed,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-11-14,2024-11-27,irene,2024-11-14 14:13:21
436,TCK-KK0VM59,Critical,Open,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-01,,henry,2024-10-01 02:19:10
437,TCK-M6MG87O,Low,Closed,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-04-01,2024-04-06,diana,2024-04-01 19:27:36
438,TCK-I0E0VGN,High,Closed,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-27,2024-03-02,edward,2024-02-27 14:04:10
439,TCK-XB5JTB9,Medium,Open,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-12-11,,edward,2024-12-11 06:51:25
440,TCK-XXAYPNT,Low,Closed,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-08-16,2024-08-17,fatima,2024-08-16 17:17:10
441,TCK-RFZWKXX,High,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-26,2024-04-30,charlie,2024-04-26 03:57:19
442,TCK-JVE3DZE,High,Closed,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-11-13,2024-11-23,edward,2024-11-13 11:58:21
443,TCK-EDHHJSH,Low,Resolved,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-10-05,2024-10-07,bob,2024-10-05 20:44:07
444,TCK-ZKBRH7L,High,Resolved,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-05-06,2024-05-08,alice,2024-05-06 16:26:23
445,TCK-AY64YFD,Low,Resolved,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-05-08,2024-05-20,alice,2024-05-08 23:15:55
446,TCK-S0DJI9K,Low,Closed,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-02-27,2024-03-06,george,2024-02-27 11:05:30
447,TCK-QDGBK2L,Low,Resolved,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-05-01,2024-05-15,bob,2024-05-01 03:23:41
448,TCK-0D1B4XG,Medium,Resolved,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-01-01,2024-01-03,diana,2024-01-01 06:14:28
449,TCK-MPW5D3G,High,Closed,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-26,2024-09-08,edward,2024-08-26 03:47:52
450,TCK-O8JN42X,High,Open,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-10-16,,george,2024-10-16 20:07:50
451,TCK-2EZC7FO,Low,Open,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-05,,bob,2024-04-05 06:28:03
452,TCK-V2YGNMB,Low,Open,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-05-05,,fatima,2024-05-05 01:10:02
453,TCK-Y49E7EO,Medium,In Progress,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-04-27,,alice,2024-04-27 21:58:04
454,TCK-BJLZY1U,High,Open,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-02-17,,george,2024-02-17 17:47:23
455,TCK-U9YMSZD,High,Closed,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-03-29,2024-04-07,irene,2024-03-29 00:58:37
456,TCK-XIMYN4U,Critical,Open,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-24,,edward,2024-08-24 06:47:50
457,TCK-9BXF445,Medium,Resolved,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-09-28,2024-10-11,edward,2024-09-28 07:14:43
458,TCK-CRI8BIX,Medium,Open,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-07,,diana,2024-07-07 02:31:48
459,TCK-OIQ2Q4Q,Low,Closed,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-07-10,2024-07-13,charlie,2024-07-10 14:02:59
460,TCK-ERXDOUA,Medium,Closed,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-03-09,2024-03-12,irene,2024-03-09 10:20:00
461,TCK-DVWKSHY,High,In Progress,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-10-04,,edward,2024-10-04 07:29:46
462,TCK-8NBIQUW,Medium,Closed,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-12-14,2024-12-25,henry,2024-12-14 08:29:04
463,TCK-RXZE1HM,Medium,Open,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-09-03,,irene,2024-09-03 10:35:55
464,TCK-38KSZBF,Medium,Resolved,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-03-16,2024-03-24,edward,2024-03-16 19:05:33
465,TCK-FZZDVG7,Medium,Open,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-06-02,,irene,2024-06-02 02:32:52
466,TCK-OQ2ZDO7,Low,Closed,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-05-23,2024-06-01,bob,2024-05-23 16:33:13
467,TCK-4V1QX8E,Low,Open,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-26,,irene,2024-03-26 02:05:30
468,TCK-RTB74RS,High,Resolved,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-07-03,2024-07-06,diana,2024-07-03 13:25:19
469,TCK-7GU0ENV,Critical,Resolved,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-11,2024-10-16,fatima,2024-10-11 18:52:44
470,TCK-5SN961J,Medium,In Progress,Access,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-08-07,,fatima,2024-08-07 00:24:07
471,TCK-88QEOZ0,High,Open,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-09,,fatima,2024-03-09 06:15:21
472,TCK-KZ4Z7WH,High,Open,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-02-16,,bob,2024-02-16 11:53:50
473,TCK-WKMY9X8,Critical,In Progress,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-03,,george,2024-04-03 14:57:32
474,TCK-SYLEMRU,Medium,Resolved,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-08-25,2024-09-03,fatima,2024-08-25 14:14:22
475,TCK-YP04K43,High,Open,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-22,,alice,2024-07-22 05:43:02
476,TCK-SAFYH1F,Medium,In Progress,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-08-05,,bob,2024-08-05 04:01:55
477,TCK-KJ4YK1B,Low,Open,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-06,,george,2024-12-06 04:42:06
478,TCK-3D5050U,Critical,Resolved,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-02-08,2024-02-22,alice,2024-02-08 19:31:53
479,TCK-I22KX7N,Critical,Open,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-04-09,,alice,2024-04-09 15:14:02
480,TCK-89LTAJW,High,In Progress,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-15,,alice,2024-10-15 17:24:45
481,TCK-2536ZX1,Low,Open,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-09-10,,henry,2024-09-10 02:30:12
482,TCK-TV18KGY,High,In Progress,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-08-09,,diana,2024-08-09 14:09:46
483,TCK-GGSNPUE,Medium,Resolved,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-22,2024-12-31,diana,2024-12-22 07:31:03
484,TCK-VJLZFFL,Critical,In Progress,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-23,,bob,2024-01-23 04:43:50
485,TCK-B7WXRUM,Low,Open,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-06,,alice,2024-09-06 07:29:18
486,TCK-2LHGCSO,Medium,Resolved,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-01-10,2024-01-17,irene,2024-01-10 11:16:40
487,TCK-TDHHLMH,Low,Resolved,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-09-02,2024-09-06,george,2024-09-02 15:44:09
488,TCK-1T939AY,Low,Open,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-11-20,,diana,2024-11-20 17:17:10
489,TCK-Q6WW8YL,High,Resolved,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-04-09,2024-04-18,fatima,2024-04-09 05:46:51
490,TCK-68NTK63,Low,Closed,Software,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-10-16,2024-10-29,bob,2024-10-16 21:58:49
491,TCK-N2QB6GS,Critical,Open,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-28,,george,2024-06-28 20:56:18
492,TCK-8G8TACY,Low,Resolved,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-10,2024-08-22,bob,2024-08-10 11:17:53
493,TCK-15PDTZ9,Medium,Resolved,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-09-06,2024-09-18,henry,2024-09-06 21:23:23
494,TCK-1X70FQL,Low,In Progress,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-05-26,,henry,2024-05-26 07:23:24
495,TCK-DB2UUIJ,Critical,Open,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-04-05,,alice,2024-04-05 18:17:40
496,TCK-NWPAYTX,High,Open,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-09-13,,henry,2024-09-13 16:42:36
497,TCK-W1VZC7D,Medium,Closed,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-11-20,2024-11-24,bob,2024-11-20 10:01:42
498,TCK-2KD1POX,Medium,Closed,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-01-04,2024-01-16,fatima,2024-01-04 07:20:37
499,TCK-RTEO2T8,High,Resolved,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-16,2024-01-21,alice,2024-01-16 00:16:15
500,TCK-FY620N8,Medium,In Progress,Hardware,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-10-06,,edward,2024-10-06 05:11:42
501,TCK-TTEAVT8,High,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-12-01,2024-12-08,george,2024-12-01 16:13:42
502,TCK-K06MOXS,Medium,Resolved,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-09-03,2024-09-14,alice,2024-09-03 02:19:44
503,TCK-FH4GG24,Low,In Progress,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-09-14,,bob,2024-09-14 14:32:08
504,TCK-479QTKC,Medium,Open,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-06-08,,george,2024-06-08 22:01:18
505,TCK-D0RLEXD,Critical,Resolved,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-12-05,2024-12-16,fatima,2024-12-05 08:59:13
506,TCK-W6LQWLV,Medium,In Progress,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-05-31,,charlie,2024-05-31 19:08:45
507,TCK-UNLPAIH,Critical,Resolved,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-26,2024-07-02,bob,2024-06-26 11:58:28
508,TCK-0P4E05Q,Low,In Progress,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-06-11,,diana,2024-06-11 20:43:29
509,TCK-MKTGV44,High,Open,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-02-02,,charlie,2024-02-02 17:52:30
510,TCK-FTJ5CCA,Medium,Open,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-27,,george,2024-06-27 16:45:19
511,TCK-SBUOV6T,Low,In Progress,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-04-10,,henry,2024-04-10 16:50:46
512,TCK-T9Q1NI1,Low,Closed,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-09-24,2024-10-02,bob,2024-09-24 20:58:34
513,TCK-0KQSOSX,Medium,Open,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-11-18,,george,2024-11-18 01:25:22
514,TCK-43WFSQG,Low,Closed,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-05,2024-03-14,henry,2024-03-05 03:19:01
515,TCK-8X80RMH,Low,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-06-16,2024-06-24,fatima,2024-06-16 10:28:57
516,TCK-RCNBH6N,Medium,Resolved,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-11-25,2024-11-27,fatima,2024-11-25 23:31:51
517,TCK-QQB9LZS,Medium,In Progress,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-02-12,,alice,2024-02-12 16:36:49
518,TCK-34JTGXN,Medium,Resolved,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-13,2024-02-17,diana,2024-02-13 12:37:33
519,TCK-X4SN6SM,Medium,Resolved,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-10-11,2024-10-15,alice,2024-10-11 10:49:47
520,TCK-5RRVSFF,Medium,Open,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-12,,diana,2024-01-12 14:14:20
521,TCK-CXHGNZE,Medium,Open,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-04-04,,bob,2024-04-04 22:19:10
522,TCK-I3ZRRHF,High,Closed,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-10-28,2024-10-30,edward,2024-10-28 06:22:34
523,TCK-4ABUFWB,High,Closed,Access,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-09-09,2024-09-15,irene,2024-09-09 15:06:41
524,TCK-UCJG8VU,Critical,Open,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-08-29,,charlie,2024-08-29 09:04:14
525,TCK-AZXKDQ9,High,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-02-04,2024-02-05,henry,2024-02-04 06:32:17
526,TCK-5G3V23G,Critical,Closed,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-02,2024-08-12,charlie,2024-08-02 22:29:27
527,TCK-XJ0MQVI,Medium,Closed,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-12-02,2024-12-11,fatima,2024-12-02 15:43:53
528,TCK-NDH4SPF,High,Closed,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-03-30,2024-04-03,diana,2024-03-30 16:40:08
